0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
venezuelanos,estao,morrendo,literalmente,de,fome,pessoas,precisam,achar,restos,no,lixo,pra,sobreviverem,fora,os,problemas,c,a,saude,e,segurança,e,esse,maldito,tá,aproveitando,do,luxo,da,boa,vida,da,comilança,pq,ngm,para,esse,homem,que,seja,a,força,https,twittercomprisonplanets,tatus1042155175752941569,,,,,,,,,,
meubolsominionsecreto,diz,mata,mesmo,para,os,venezuelanos,refugiados,no,brasil,mas,me,pergunta,por,que,você,não,faz,um,intercambio,vai,trabalhar,lá,fora,aqui,no,brasil,tá,muito,difícil,,,,,,,,,,,,,,,,,,,,,,,,,,
se,os,venezuelanos,ficaram,indignados,com,maduro,quando,de,sua,volta,de,istambul,põem,ele,para,fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e,tá,errado,a,galera,expulsou,vários,imigrantes,venezuelanos,na,porrada,queimaram,as,coisas,deles,e,essa,mesma,galera,ainda,acha,que,não,são,desumanos,e,canalhas,kk,fora,que,rolou,uma,puta,distorção,da,fala,do,ciro,sobre,o,caso,né,https,twittercombrandaodelias,tatus1041153061660577793,,,,,,,,,,,
ta,maluca,vcs,é,que,são,os,facistas,comunistas,socialistas,venezuelanos,bolivarianos,e,cubanos,dos,infernos,fora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,brasil,é,um,país,cristão,nós,não,aceitamos,que,a,pessoa,morta,de,fome,seja,tratada,como,cachorro,o,brasil,não,é,o,país,do,ódio,é,o,país,que,recebeu,os,escravos,os,imigrantes,da,europa,em,nome,dos,brasileiros,humilhados,lá,fora,ajudaremos,os,venezuelanos,ciro,,,,,,,
os,venezuelanos,preferem,ir,pra,colombia,embora,esteja,fora,de,controle,aqui,na,colombia,está,pior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
querido,fecha,essa,latrina,que,vc,chama,de,boca,os,militares,de,maduro,estao,matando,os,venezuelanos,fora,a,fome,que,o,povo,ta,passando,tudo,por,causa,de,maldito,comunismo,e,onde,ta,maduro,na,china,comunista,,,,,,,,,,,,,,,,,,
os,venezuelanos,sabem,como,é,sofres,as,consequências,de,um,governo,comunista,nem,pt,nem,pdt,fora,comunistas,httpswww,facebookcomclodoaldoipere,iraposts1871478422942031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miséria,força,venezuelanos,a,abandonar,animais,de,estimação,comunismo,na,venezuela,está,dando,muito,certo,esse,foi,o,tipo,de,coisa,que,o,governo,do,pt,apoiou,fora,as,ditaduras,da,coreia,do,norte,cuba,e,terrorismo,na,síria,httpswww,gazetadopovocombrmundomiseria,forcavenezuelanosaabandonaranimaisdeestimacao2mwzkhxe6y55zi1vi6zv99zndutm_sourcetwitterutm_mediummidiasocialutm_campaigngazetadopovo,,,,,,,,,,,,,,
você,é,contra,os,imigrantes,venezuelanos,mas,não,se,esqueça,que,lá,fora,nos,usa,europa,e,etc,você,também,é,imigrante,https,twittercomquebrandootabu,status1039664897968103425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vamos,lá,o,brasil,é,um,país,livre,graça,por,se,isso,fosse,lá,fora,o,presidente,lula,não,estava,mais,vivo,porque,a,onu,que,entra,nesse,melhor,ela,é,para,defender,a,paz,então,porque,não,ajuda,os,venezuelanos,que,estão,sofrendo,os,países,africanos,etc,,,,,,,,
mais,um,motivo,pelo,qual,o,liberalismonobrasil,é,um,terreno,ainda,incerto,no,momento,não,conseguimos,nem,superar,as,questões,de,colonização,rs,qualquer,país,de,fora,vem,e,manda,na,gente,até,o,nicolas,maduro,manda,recado,pro,temer,tratar,bem,os,venezuelanos,imagina,os,eua,,,,,,,,,
fora,da,realidade,ver,milhares,de,venezuelanos,fugindo,do,seu,país,e,ver,papa,e,onu,a,favor,de,maduro,realmente,a,inversão,de,valores,vence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brasileiro,vinha,militar,no,tt,que,a,europa,devia,abrir,as,portar,pros,imigrantes,todos,agora,que,os,venezuelanos,tão,entrando,vcs,querem,botar,os,bichinhos,pra,fora,é,facil,militar,com,o,problema,dos,outros,,,,,,,,,,,,,,,,,,,,
fora,já,protesto,de,brasileiros,após,morte,de,pintor,exige,expulsão,de,venezuelanos,e,fechamento,da,fronteira,em,roraima,https,g1globocomrrroraimanot,icia20180908brasileirosfazemmanifestacaoemboavistaaposmortedepintorecobramexpulsaodevenezuelanosghtmlutm_sourcetwitterutm_mediumsharebardesktoputm_campaignsharebar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voltando,da,colômbia,onde,tive,a,chance,de,conversar,c,alguns,venezuelanos,na,rua,muitos,transformados,em,ambulantes,fora,de,seu,país,relatam,um,verdadeiro,caos,no,país,de,origem,prateleiras,vazias,os,salários,mensais,mal,compram,uma,caixa,de,ovo,,,,,,,,,,,,,,,
misa,por,tv,los,domingos,a,las,8,am,y,6,pm,después,de,la,lluvia,verás,el,arcoiris,en,ipanema,no,más,febrero,será,el,mes,de,las,garotas,presas,por,andar,desnudas,venezuelanos,pa,fora,,,,,,,,,,,,,,,,,,,
matéria,da,zerohora,sobre,venezuelanos,estarem,chegando,no,rs,com,várias,reações,de,grr,a,gente,sabe,q,o,sonho,de,vcs,é,morar,fora,vamos,parar,de,hipocrisia,,,,,,,,,,,,,,,,,,,,,,,,,,,
milhares,d,venezuelanos,migram,em,êxodo,social,cruel,por,causa,d,um,ditador,cruelanalfabetoimbecil,despreparado,motorista,de,ônibusguindado,ao,poder,pela,ditadura,de,chavesa,oea,e,onuprecisam,intervir,pegar,esse,maduro,pelos,fundilhos,das,calças,e,jogálo,fora,do,poder,,,,,,,,,,,,,,,,
tá,todo,mundo,louco,cabello,diz,que,as,imagens,que,vemos,de,venezuelanos,querendo,entrar,em,outros,países,são,montagens,que,é,tudo,mentira,maduro,diz,que,venezuelanos,q,estão,fora,do,país,querem,voltar,fez,um,programa,chamado,de,volta,à,pátria,,,,,,,,,,,,,
os,11,signatários,pedem,o,aumento,substancial,da,ajuda,financeira,e,técnica,de,países,de,fora,da,região,e,de,organismos,internacionais,para,lidar,com,o,fluxo,de,venezuelanos,https,ogloboglobocommundovizinhos,condenamxenofobiapedemmaduroqueaceiteajudainternacionalparafrearexodo23039430,,,,,,,,,,,,,,,,,,,,,,,,
pseudo,nacionalista,br,é,uma,piada,incoerente,pipipi,popopo,morro,p,defender,meu,país,nossa,bandeira,jamais,será,vermelha,sei,q,sei,q,lá,fora,venezuelanos,mas,só,falta,abrir,o,cu,p,vender,parte,das,nossas,riquezas,p,gringo,safado,aplaude,privatização,de,serviços,públicos,,,,,,,,,,
o,bolsonaro,é,louco,assim,como,os,de,esquerda,mas,infelizmente,ele,é,menos,pior,q,tem,chance,de,ganhar,então,no,2,turno,o,novo,vai,apoiar,ele,mas,continua,sendo,loucura,colocar,ele,no,poder,pelo,menos,ele,vai,colocar,os,venezuelanos,pra,fora,,,,,,,,,,
pt,desiste,cara,vocês,são,chatos,só,estão,dando,dor,de,cabeça,para,o,brasil,meu,deus,vocês,cairam,já,era,para,o,pt,deixe,o,lula,preso,imagina,a,vergonha,um,presidente,que,é,ex,presidiario,até,os,venezuelanos,querem,o,pt,fora,do,brasil,vcs,fizeram,essa,merda,ptbrasil,,,,,
vamos,fuzilar,a,petralhada,em,campanha,bolsonaro,propõe,fuzilamento,a,toda,uma,classeaos,venezuelanos,indígenas,petistas,fora,as,mulheres,e,lgbts,q,ccerteza,entrariam,no,fuzil,enquanto,o,candidato,do,povo,está,preso,e,impugnado,jair,propõe,morte,bolsonaronacadeia,https,twittercomjoomikhailsta,tus1036415415172431874,,,,,,,,,,,,,,
aumento,da,violencia,e,tivemos,a,volta,de,doenças,antes,erradicadas,pelo,descaso,fora,venezuelanos,que,foram,vitimas,de,uma,ditadura,protegida,e,defendida,pelos,nosso,governantes,agora,tendo,q,buscar,refugio,aqui,a,esquerda,foi,a,pior,merda,q,ocorreu,e,tem,gente,que,defende,,,,,,,,,,
quem,está,iludindo,os,venezuelanos,dizendo,que,aqui,tem,trabalho,para,todo,mundo,ficam,acreditando,no,que,diz,o,pt,lá,fora,dá,nisso,onde,tem,emprego,para,todo,mundo,é,nós,eua,,,,,,,,,,,,,,,,,,,,,,,
quem,vê,de,fora,acha,que,os,venezuelanos,são,santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,propósito,acho,que,os,eua,deviam,proibir,brasileiro,de,pisar,lá,e,maltratálos,todos,esses,branquinhos,classe,média,q,vão,fazer,compras,nós,somos,os,venezuelanos,do,hemisfério,norte,não,tratamos,bem,os,vizinhos,e,queremos,ser,bemrecebidos,lá,fora,,,,,,,,,,,,,,,
a,onu,defende,bandidos,ñ,vítimas,a,onu,defende,seus,próprios,interesses,o,povo,brasileiro,tanto,quanto,venezuelanos,está,fora,de,questão,lulaladrao,lulainelegível,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mais,da,metade,dos,refugiados,venezuelanos,que,foram,para,juiz,de,fora,já,estão,empregados,https,globo2pvktvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
os,cidadãos,de,bem,que,metem,o,bedelho,na,venezuela,e,se,compadecem,com,o,sofrimento,do,povo,de,lá,são,os,mesmos,que,querem,expulsar,os,venezuelanos,que,chegam,desesperados,ao,brasil,é,o,humanitarismo,do,condomínio,fechado,para,fora,,,,,,,,,,,,,,,
só,observando,o,povo,da,outra,rede,falando,mal,dos,venezuelanos,refugiados,chegando,em,goioerê,mas,achando,lindo,indo,morar,fora,do,brasil,em,busca,de,um,lugar,melhor,pra,viver,não,entendi,qual,é,a,diferença,,,,,,,,,,,,,,,,,,,
eu,acho,é,graça,gente,falando,mal,dos,refugiados,venezuelanos,no,brasil,mas,na,primeira,oportunidade,querem,ir,morar,fora,do,país,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onugarantelula,que,vergonha,prefere,defender,um,bandido,condenado,ao,invés,de,ajudar,os,venezuelanos,que,precisam,e,merecem,ajuda,fora,onu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,imagens,das,cameras,mostram,nossa,cachorrinha,na,frente,de,casa,esperando,pra,entrar,daí,passam,2,venezuelanos,e,levam,ela,pela,coleira,eu,tô,muito,triste,e,me,sentindo,muito,culpada,por,ter,esquecido,ela,lá,fora,a,culpa,é,toda,minha,,,,,,,,,,,,,
não,pq,coitado,dos,venezuelano,o,maduro,o,comunismo,tá,acabando,com,a,venezuela,venezuelanos,vem,pro,brasil,pra,tentar,uma,oportunidade,aqui,fora,daqui,comunistas,não,vão,roubar,nossos,empregos,,,,,,,,,,,,,,,,,,,,,,,,,
vc,é,um,energúmeno,cidadão,deve,ser,um,esses,militantes,idotizados,que,têm,sofrido,lavagem,cerebral,só,pode,serpra,ficar,defendendo,o,luladrão,e,seus,asseclas,vai,morar,em,cuba,nicarágua,venezuelanos,e,outras,bostas,esquerdistas,sai,fora,idiota,,,,,,,,,,,,,,,,,
quem,confia,em,venezuelanos,será,que,somos,enganados,até,fora,do,país,https,twittercommscmaurostatu,s1034973905482641408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se,já,não,bastasse,os,que,tem,aqui,agora,vem,os,de,fora,venezuelanos,cometem,65,dos,crimes,na,fronteira,com,roraima,httpswww,oantagonistacombrasilvenezue,lanoscometem65doscrimesnafronteiracomroraima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resta,saber,se,esses,3000,estarão,lá,pra,proteger,os,brasileiros,dos,ataques,venezuelanos,ou,será,que,não,um,pátria,que,ama,mais,os,de,fora,do,que,os,seus,filhos,temos,que,mudar,isso,precisamos,de,lideranças,patrióticas,e,não,bolivariana,como,é,hoje,,,,,,,,,,,
rbandeirantes,rafaelcolombo,o,maduro,manda,os,venezuelanos,voltarem,pararem,de,limpar,privadas,fora,e,voltar,para,o,país,mas,não,tem,papel,higiênico,na,venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,milhões,desempregados,fora,os,que,tão,vivendo,de,bico,e,os,venezuelanos,tem,mais,direito,que,nós,brasileiros,depois,o,trump,e,errado,só,pelo,motivo,dele,pesa,nós,americanos,primeiro,httpwww,brasilgovbreditoriacidad,aniaeinclusao201804venezuelanoscomecamarecebercpfecarteiradetrabalho,,,,,,,,,,,,,,,,,,,,,
o,índice,de,violência,no,país,sempre,esteve,em,altamais,agora,atribuindo,aos,venezuelanos,dar,mais,ibop,ôoo,esse,país,tão,pacífico,e,sem,violência,só,poder,ser,alguém,que,vem,de,fora,me,poupe,,,,,,,,,,,,,,,,,,,,,
aonde,familiaempauta,o,sergioaguiar07,quer,chegar,ao,dizer,que,a,os,venezuelanos,estavam,comendo,carne,fora,da,validade,é,mole,quase,fake,news,a,carne,estava,estragada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taxa,de,desempregado,no,brasil,aumentou,milhares,de,pessoas,na,rua,sentindo,frio,e,o,brasileiro,vai,lá,e,faz,corrente,pra,ajudar,os,venezuelanos,nunca,vi,ter,gente,necessitando,em,casa,e,você,ajudar,as,pessoas,de,fora,bonzinho,só,se,fode,mesmo,daqui,a,pouco,tem,problema,,,,,,,
lembra,da,galera,de,roraima,expulsando,os,venezuelanos,fazendo,aquela,vergonha,dae,que,o,estago,é,o,único,fora,do,sistema,interligado,nacional,e,agora,a,venezuela,tá,ameaçando,cortar,a,luz,de,geral,em,retaliação,karma,is,a,bitch,eh,,,,,,,,,,,,,,,
senhas,para,maior,mordomia,aos,venezuelanos,que,estão,chegando,a,deus,dará,em,nosso,país,e,sendo,distribuídos,nas,capitais,aí,eu,te,pergunto,eu,chegando,lá,fora,também,serei,tratado,dessa,forma,micheltemer,jornalnacional,foratemer,forapt,jornalnacional,,,,,,,,,,,,,,,,,,
roraima,é,o,estado,mais,pobre,do,brasil,em,pacaraima,local,de,confronto,entre,brasileiros,e,venezuelanos,há,saneamento,básico,para,menos,de,20,da,população,se,não,há,o,que,oferecer,aos,brasileiros,como,que,o,governo,quer,priorizar,quem,vem,de,fora,http,bitly2myaays,,,,,,,,,,
acham,realmente,justos,darem,tudo,para,os,venezuelanos,enquanto,os,próprios,brasileiros,entram,em,ônibus,e,imploram,por,trocados,até,onde,devemos,tirar,de,nós,pra,dar,para,os,de,fora,reflitam,,,,,,,,,,,,,,,,,,,,,,,,
cara,como,assim,levaram,os,venezuelanos,pra,joao,pessoa,coitados,vão,morrer,desempregados,pq,aquela,merda,não,tem,emprego,nem,pra,população,de,lá,quem,dirá,pros,de,fora,,,,,,,,,,,,,,,,,,,,,,,,,,,
enquanto,lavar,privadas,der,as,minímas,condições,de,ser,uma,pessoa,digna,aos,venezuelanos,que,se,aventuram,fora,de,seu,país,a,melhor,opção,será,essa,maduro,https,twittercomjornaloglobos,tatus1034633589923688448,,,,,,,,,,,,,,,,,,,,,,,,,,
galero,fico,pistola,com,esse,pessoal,de,fora,que,fala,sobre,esses,venezuelanos,aqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meu,pai,falando,que,não,acha,certo,os,venezuelanos,entrarem,no,brasil,enquanto,a,própria,filha,dele,eu,vai,fazer,intercâmbio,fora,kajsaksjsjd,hipócrisia,tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sobre,a,questão,da,intolerância,dos,brasileiros,com,os,venezuelanos,vale,lembrar,a,frase,de,napoleão,bonaparte,a,maioria,dos,oprimidos,não,se,rogariam,em,serem,os,opressores,o,brasileiro,reclama,do,tratamento,lá,fora,mas,faz,o,mesmo,aqui,jornaldacultura,,,,,,,,,,,,,,,
a,brasil,geitinho,ate,para,organizar,os,venezuelanos,kkkkk,foi,facil,so,dovidilos,pelos,estados,a,fora,kkkkkk,jaja,chega,os,de,goiás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fala,logo,que,é,só,desculpinha,pra,abandonar,o,barco,afundando,fora,que,o,senhor,está,em,terceiro,nas,intenções,de,voto,para,senador,no,seu,estado,está,mais,preocupado,com,isto,do,com,os,venezuelanos,https,twittercomromerojucasta,tus1034158748657496066,,,,,,,,,,,,,,,,,
nenhum,país,do,mundo,aguentaria,isso,que,tá,acontecendo,em,roraima,com,os,venezuelanos,fora,que,roraima,já,é,uma,cidade,pobre,né,lógico,que,não,ia,aguentar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fora,que,tipo,o,índice,de,imigração,já,tá,altíssimo,tipo,muuuuuito,alto,o,fato,deles,serem,bem,recebidos,direcionados,e,assistencializados,deixam,o,brasil,com,cara,de,terra,prometida,ou,seja,mais,venezuelanos,vão,visualizar,o,país,como,a,saída,prós,problemas,deles,,,,,,,,,,,,
me,permita,traduzir,acabo,de,descobrir,que,se,continuar,a,apoiar,o,governo,federal,no,tocante,a,política,empreendida,na,questão,dos,venezuelanos,em,roraima,não,consigo,votos,nem,para,me,eleger,bedel,de,jardim,de,infância,não,sou,bobo,logo,tô,fora,,,,,,,,,,,,,
a,percepção,que,a,ditadura,venezuelana,estimula,a,migração,em,massa,de,sua,população,para,se,perpetuar,no,poder,é,evidente,quando,proíbe,ajuda,humanitária,em,seu,território,e,controla,a,remessa,de,dinheiro,de,venezuelanos,fora,do,pais,se,a,ditadura,não,cair,logo,se,perpetuara,,,,,,,,,
httpswww,youtubecomwatchvdgv4gp,n52mg,régimen,de,maduro,desestabiliza,a,la,región,lamañanaevtv,seg,05,bloqueio,de,remessas,de,venezuelanos,que,moram,fora,do,pais,bloqueio,de,ajuda,humanitária,aos,venezuelanos,que,tem,https,gabaiwanstaglianop,osts33272277,,,,,,,,,,,,,,,,,,,,,,
só,vejo,uma,diferença,entre,os,venezuelanos,que,chegam,ao,brasil,e,os,brasileiros,que,estão,desempregados,os,que,vem,de,fora,tem,esperança,da,vida,melhorar,tristerealidade,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aí,os,venezuelanos,chegam,e,querem,por,pra,fora,do,país,kk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
não,há,neste,exato,momento,nenhuma,condição,para,que,haja,uma,insurgência,dentro,das,fnb,considerando,que,os,patriotas,venezuelanos,já,estão,fora,do,país,e,outros,presos,e,mortos,sem,armas,não,há,como,derrotar,o,narco,ditador,maduro,,,,,,,,,,,,,,,,
fora,que,ele,disse,q,vai,escancarar,as,portas,p,venezuelanos,com,emprego,e,tudo,não,tem,emprego,nem,p,os,brasileiros,mas,que,os,brasileiros,que,se,dane,,,,,,,,,,,,,,,,,,,,,,,,,,,
não,é,lá,que,estavam,expulsando,venezuelanos,pobres,não,é,aquele,lugar,onde,parte,da,população,desmente,o,espírito,hospitaleiro,pelo,qual,o,brasil,é,conhecido,lá,fora,https,www1folhauolcombrampmercado20,1808venezuelaameacacortarenergiaderoraimashtml,,,,,,,,,,,,,,,,,,,,,,,,,
quem,foi,o,mentor,do,socialismo,na,américa,foi,fidel,castro,e,junto,com,chávez,da,silva,criaram,o,foro,de,são,paulo,então,qual,o,motivo,que,os,venezuelanos,não,vão,para,cuba,quando,os,ptralhas,irão,receber,em,suas,casas,os,migrantes,o,filho,é,teu,assuma,fora,ptralhas,,,,,
me,desculpe,mas,eu,não,concordo,com,a,aceitação,desses,imigrantes,venezuelanos,aqui,no,país,o,que,acontece,fora,das,nossas,fronteiras,não,é,problema,nosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocês,ve,como,jucá,é,surpreendemente,honesto,ne,ele,podia,ter,usado,como,desculpa,que,temey,fez,um,governo,ruim,com,o,qual,ele,não,compactua,mas,preferiu,usar,uma,verdade,ou,seje,que,quer,venezuelanos,fora,do,país,um,querido,https,twittercombuzzfeednewsbr,status1034273799506669568,,,,,,,,,,,,
jucá,deixou,a,liderança,do,governo,com,medo,de,perder,a,eleição,vai,radicalizar,contra,venezuelanos,para,não,ficar,atrás,do,candidato,de,bolsonaro,em,roraima,mecias,de,jesus,pela,primeira,vez,corre,o,risco,de,ficar,de,fora,do,senado,para,o,brasil,é,trocar,6,por,meia,dúzia,,,,,,
mais,um,pulando,fora,do,barco,agora,furado,romerojuca,deixa,liderança,do,governo,por,discordar,de,temer,sobre,venezuelanos,uol,https,noticiasuolcombrpoliticaeleic,oes2018noticias20180827jucadeixaliderancadogovernopordiscordarsobrevenezuelanosemrrhtm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ah,sério,mesmo,senador,só,por,essa,questão,dos,venezuelanos,e,quanto,às,denúncias,de,corrupção,do,governo,temer,o,senhor,sempre,foi,seu,fiel,escudeiro,povo,aprenda,a,votar,não,reeleja,político,acusado,de,corrupção,fora,romero,jucá,https,twittercomromerojucasta,tus1034158748657496066,,,,,,,,,,,,,,
venezuelanos,me,preocupa,é,muito,deve,nos,preocupar,o,envio,de,venezuelanos,para,as,cidades,do,brasil,a,fora,não,existe,nenhum,programa,não,existe,nenhum,planejamento,ou,seja,vamos,simplesmente,passar,o,problema,para,outros,,,,,,,,,,,,,,,,,,,,
estão,reclamando,ate,do,auxílio,que,o,governo,federal,está,mandando,pra,cá,pra,ajudar,na,saúde,dos,venecas,isso,reduz,as,doenças,em,rr,alem,de,desafogar,nossos,hospitais,mas,a,raiva,de,muitos,é,ver,os,venezuelanos,sendo,ajudados,to,fora,desse,sentimento,,,,,,,,,,,
que,triste,essa,situação,dos,venezuelanos,aqui,em,mao,está,também,nem,tenso,com,a,chegadas,deles,a,maioria,não,tem,lugar,pra,ir,e,todas,as,casas,que,estavam,acompanhando,eles,já,estão,super,lotadas,fora,que,as,doenças,só,crescem,a,cada,dia,,,,,,,,,,,
e,eles,já,estão,roubando,aí,né,já,ñ,basta,os,ladrão,brasileiro,vem,mais,os,de,fora,deus,me,perdoe,mas,eu,sou,contra,o,brasil,receber,esses,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,
que,v,e,r,g,o,n,h,a,desses,brasileiros,gritando,fora,para,os,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
não,consigo,colocar,na,minha,cabeça,esse,negócio,que,tá,rolando,dos,venezuelanos,o,brasileiro,é,o,povo,mais,misturado,do,mundo,e,quer,colocar,os,caras,pra,fora,do,país,no,tapa,,,,,,,,,,,,,,,,,,,,,,,
fora,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,to,acreditando,que,os,brasileiras,queimaram,o,pouco,que,os,venezuelanos,tinham,a,gente,merece,mt,ser,destratado,lá,fora,viu,que,vergonha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esses,paranaense,tudo,filho,de,imigrantes,botando,os,venezuelanos,pra,fora,tnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mas,quer,saber,os,grileiros,colocaram,os,venezuelanos,para,fora,sendo,que,o,povo,não,tem,culpa,de,nada,relativo,ao,governo,então,eu,diria,que,o,estado,ficar,no,escuro,é,um,castigo,adequado,qualquer,coisa,mandem,a,conta,pro,fhc,a,culpa,é,dele,,,,,,,,,,
a,sicnoticias,noticia,a,saída,de,3milhões,de,venezuelanos,nos,últimos,anos,exatamente,como,noticiou,os,600000,que,foram,empurrados,para,fora,por,passos,coelho,fachos,encostados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqui,esses,venezuelanos,fazem,o,que,querem,matam,a,paulada,nosso,povo,zombam,de,nós,e,nós,e,que,somos,o,bicho,papão,vai,um,brasileiro,fazer,brincadeiras,lá,fora,morre,na,cadeira,elétrica,,,,,,,,,,,,,,,,,,,,,,
se,o,pt,ganhasse,as,eleições,o,que,está,fora,de,cogitação,venezuelanos,teriam,que,buscar,outra,opção,para,fugir,do,país,aqui,seria,igual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onde,está,e,quem,é,o,ministro,da,saúde,não,tem,a,vacina,bcg,em,hospitais,públicos,e,privados,no,estado,do,rio,de,janeiro,é,um,absurdo,atendem,venezuelanos,com,nossos,impostos,e,nós,brasileiros,ficamos,à,míngua,vergonha,nacional,ano,de,eleições,fora,corruptos,,,,,,,,,,
o,pessoal,de,roraima,que,são,vítimas,os,venezuelanos,escolheram,o,seu,governo,e,nós,não,temos,nada,a,ver,com,os,problemas,deles,eles,que,tem,que,se,ajustarem,não,devemos,importar,mais,problemas,de,fora,,,,,,,,,,,,,,,,,,,
fora,venezuelanos,venezuela,ameaça,cortar,fornecimento,de,energia,para,https,youtubemoxx5ohbco,via,youtube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esse,papo,de,comunismo,fora,médicos,cubanos,fora,venezuelanos,é,um,retrato,da,agressividade,da,bestialidade,da,falta,de,educação,e,de,informação,que,tem,a,grande,maioria,do,povo,aqui,caem,em,qualquer,conversinha,essa,luta,pt,vs,psdb,destruiu,o,país,,,,,,,,,,,,,
tá,por,fora,a,globo,tá,fazendo,campanha,pra,aceitarmos,os,venezuelanos,não,expulsálos,acho,que,não,sou,eu,quem,está,precisando,ler,mais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reclamamos,do,tratamento,que,recebemos,fora,do,brasil,e,chutamos,os,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
constantino,os,dados,não,estão,sendo,divulgados,pelo,governo,de,forma,correta,nos,últimos,2,anos,entraram,em,média,por,pacaraima,de,500,a,1000,venezuelanos,por,dia,faça,as,contas,fora,os,que,entram,de,forma,clandestina,pelos,campos,da,savana,sem,controle,abrolhos,,,,,,,,,,,
23,milhoes,de,venezuelanos,vivem,atualmente,fora,de,seu,país,dos,quais,mais,de,16,milhão,deixaram,a,venezuela,a,partir,de,2015,ao,todo,90,desses,refugiados,se,dirigiram,para,países,da,américa,do,sul,,,,,,,,,,,,,,,,,,,,
terra,24,ago,2018,20h30,atualizado,às,20h46,democracia,socialista,na,venezuela,quem,paga,essa,conta,bolivarianismo,lá,quem,paga,conta,são,os,bons,corações,brasileiros,e,paises,da,al,o,êxodo,venezuelano,oim,e,da,acnur,23,milhões,de,venezuelanos,estao,fora,pais,,,,,,,,,,,,
fora,socialismo,e,fora,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fora,venezuelanos,venezuela,ameaça,cortar,fornecimento,de,energia,para,https,youtubemoxx5ohbco,via,youtube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o,que,tem,haver,venezuelanos,com,xenofobia,seu,idiota,pegue,sua,fortuna,canalha,e,vá,lá,da,proa,venezuelanos,fora,da,nossa,fronteira,seu,ridículo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fora,os,venezuelanos,que,tão,tirando,bolsa,família,agora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fora,venezuelanos,venezuela,ameaça,cortar,fornecimento,de,energia,para,roraima,http,youtubemoxx5ohbcoa,via,youtube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
é,se,fosse,fácil,todo,mundo,passaria,no,concurso,fácil,mesmo,é,entrar,para,a,estatística,de,desempregados,que,já,chegam,a,13,milhões,fora,os,venezuelanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
